ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
206684_s_at	8.45e-01	6.84e-01	-0.4074996	-6.375406	-0.03912036	ATF7	activating transcription factor 7
206983_at	8.45e-01	6.84e-01	-0.407478	-6.375414	-0.0515535	CCR6	C-C motif chemokine receptor 6
209249_s_at	8.45e-01	6.84e-01	0.4074753	-6.375415	0.02237494	GHITM	growth hormone inducible transmembrane protein
214786_at	8.45e-01	6.84e-01	-0.4074745	-6.375416	-0.06790739	MAP3K1	mitogen-activated protein kinase kinase kinase 1
207033_at	8.45e-01	6.84e-01	0.4074179	-6.375438	0.05042703	GIF	gastric intrinsic factor
219640_at	8.45e-01	6.84e-01	0.4072139	-6.375519	0.05251472	CLDN15	claudin 15
213728_at	8.45e-01	6.84e-01	0.4069388	-6.375629	0.05139264	LAMP1	lysosomal associated membrane protein 1
220804_s_at	8.45e-01	6.84e-01	-0.4069124	-6.375639	-0.0394369	TP73	tumor protein p73
205935_at	8.45e-01	6.84e-01	-0.4068867	-6.37565	-0.04493543	FOXF1	forkhead box F1
209476_at	8.45e-01	6.84e-01	-0.4067814	-6.375692	-0.0305669	TMX1	thioredoxin related transmembrane protein 1
212901_s_at	8.45e-01	6.84e-01	-0.4067537	-6.375703	-0.04846288	CSTF2T	cleavage stimulation factor subunit 2, tau variant
208790_s_at	8.45e-01	6.84e-01	0.4066485	-6.375744	0.07260533	PTRF	polymerase I and transcript release factor
212138_at	8.45e-01	6.84e-01	0.4066291	-6.375752	0.02066887	PDS5A	PDS5 cohesin associated factor A
221322_at	8.45e-01	6.85e-01	0.4062599	-6.375899	0.05972015	NPVF	neuropeptide VF precursor
201497_x_at	8.45e-01	6.85e-01	-0.4062084	-6.375919	-0.07002437	MYH11	myosin heavy chain 11
213707_s_at	8.45e-01	6.85e-01	0.4060095	-6.375998	0.06078141	DLX5	distal-less homeobox 5
209744_x_at	8.45e-01	6.85e-01	0.4058963	-6.376043	0.01861357	ITCH	itchy E3 ubiquitin protein ligase
215988_s_at	8.45e-01	6.85e-01	0.4057419	-6.376104	0.04223882	DLG1	discs large MAGUK scaffold protein 1
216259_at	8.45e-01	6.85e-01	-0.4056711	-6.376132	-0.04778791	LOC100506699	uncharacterized LOC100506699
210307_s_at	8.45e-01	6.85e-01	0.4056224	-6.376152	0.04458151	KLHL25	kelch like family member 25
204232_at	8.45e-01	6.85e-01	0.4056153	-6.376155	0.04421493	FCER1G	Fc fragment of IgE receptor Ig
220991_s_at	8.45e-01	6.85e-01	-0.4055665	-6.376174	-0.07521702	RNF32	ring finger protein 32
211413_s_at	8.46e-01	6.85e-01	-0.4054103	-6.376236	-0.06548764	PADI4	peptidyl arginine deiminase 4
220763_at	8.46e-01	6.85e-01	0.4053775	-6.376249	0.03086332	HSPA12A	heat shock protein family A (Hsp70) member 12A
213725_x_at	8.46e-01	6.85e-01	-0.4052959	-6.376281	-0.04638295	XYLT1	xylosyltransferase 1
221898_at	8.46e-01	6.85e-01	-0.405289	-6.376284	-0.06421979	PDPN	podoplanin
219883_at	8.46e-01	6.85e-01	0.4052385	-6.376304	0.03421192	TEX40	testis expressed 40
212897_at	8.46e-01	6.86e-01	0.4051415	-6.376342	0.03689082	CDK19	cyclin dependent kinase 19
218361_at	8.46e-01	6.86e-01	-0.4050974	-6.37636	-0.06705246	GOLPH3L	golgi phosphoprotein 3 like
217022_s_at	8.46e-01	6.86e-01	0.4049419	-6.376421	0.13373006	IGHA2///IGHA1///IGH	immunoglobulin heavy constant alpha 2 (A2m marker)///immunoglobulin heavy constant alpha 1///immunoglobulin heavy locus
213640_s_at	8.46e-01	6.86e-01	-0.4048741	-6.376448	-0.06663128	LOX	lysyl oxidase
205377_s_at	8.46e-01	6.86e-01	-0.4048369	-6.376463	-0.03215629	ACHE	acetylcholinesterase (Cartwright blood group)
217438_at	8.46e-01	6.86e-01	0.4046902	-6.376521	0.0637507		
222370_x_at	8.46e-01	6.86e-01	0.4046713	-6.376528	0.02600532		
209881_s_at	8.46e-01	6.86e-01	0.4046201	-6.376549	0.05235209	LAT	linker for activation of T-cells
201967_at	8.46e-01	6.86e-01	0.4046071	-6.376554	0.02624438	RBM6	RNA binding motif protein 6
205649_s_at	8.46e-01	6.86e-01	0.4045828	-6.376563	0.06413874	FGA	fibrinogen alpha chain
213003_s_at	8.46e-01	6.86e-01	-0.4045036	-6.376595	-0.03852056	SPIDR	scaffolding protein involved in DNA repair
211976_at	8.46e-01	6.86e-01	-0.4043972	-6.376637	-0.02261952	NUDT3	nudix hydrolase 3
205244_s_at	8.46e-01	6.86e-01	-0.4043801	-6.376644	-0.0358104	SLC13A3	solute carrier family 13 member 3
213615_at	8.46e-01	6.86e-01	-0.4039918	-6.376797	-0.0301486	LPCAT3	lysophosphatidylcholine acyltransferase 3
218435_at	8.46e-01	6.86e-01	-0.4039809	-6.376801	-0.05174962	DNAJC15	DnaJ heat shock protein family (Hsp40) member C15
220142_at	8.46e-01	6.86e-01	-0.4039436	-6.376816	-0.05591422	HAPLN2	hyaluronan and proteoglycan link protein 2
210399_x_at	8.46e-01	6.86e-01	0.4038637	-6.376848	0.03755802	FUT6	fucosyltransferase 6
216164_at	8.46e-01	6.87e-01	-0.4037854	-6.376878	-0.02965866	LRRN2	leucine rich repeat neuronal 2
219204_s_at	8.46e-01	6.87e-01	0.403681	-6.37692	0.03485249	SRR	serine racemase
215499_at	8.46e-01	6.87e-01	-0.4036629	-6.376927	-0.03356389	LOC100996792///MAP2K3	dual specificity mitogen-activated protein kinase kinase 3///mitogen-activated protein kinase kinase 3
220146_at	8.46e-01	6.87e-01	-0.4036289	-6.37694	-0.07953746	TLR7	toll like receptor 7
209661_at	8.46e-01	6.87e-01	-0.4035693	-6.376964	-0.04397175	KIFC3	kinesin family member C3
215939_at	8.46e-01	6.87e-01	-0.4033312	-6.377058	-0.06401952		
221347_at	8.46e-01	6.87e-01	0.4033065	-6.377067	0.04576148	CHRM5	cholinergic receptor muscarinic 5
220656_at	8.46e-01	6.87e-01	0.4032661	-6.377083	0.08683277	NAA16	N(alpha)-acetyltransferase 16, NatA auxiliary subunit
219823_at	8.46e-01	6.87e-01	-0.4032526	-6.377089	-0.06215987	LIN28A	lin-28 homolog A
204782_at	8.46e-01	6.87e-01	0.4031165	-6.377142	0.05655378	MLF1	myeloid leukemia factor 1
221011_s_at	8.46e-01	6.87e-01	0.4027694	-6.377279	0.04073982	LBH	limb bud and heart development
217385_at	8.47e-01	6.87e-01	-0.402623	-6.377337	-0.05048594		
218609_s_at	8.47e-01	6.87e-01	0.4025447	-6.377367	0.06817333	NUDT2	nudix hydrolase 2
217908_s_at	8.47e-01	6.88e-01	-0.4024808	-6.377393	-0.02945537	DCAF6	DDB1 and CUL4 associated factor 6
207040_s_at	8.47e-01	6.88e-01	0.4024308	-6.377412	0.01906135	ST13	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein)
209828_s_at	8.47e-01	6.88e-01	0.4019817	-6.377589	0.04853705	IL16	interleukin 16
216314_at	8.47e-01	6.88e-01	0.40198	-6.377589	0.06879304	CRISP1	cysteine rich secretory protein 1
219207_at	8.47e-01	6.88e-01	0.4019354	-6.377607	0.03270824	EDC3	enhancer of mRNA decapping 3
210574_s_at	8.47e-01	6.88e-01	-0.4018468	-6.377642	-0.0193075	NUDC	nuclear distribution C, dynein complex regulator
213406_at	8.47e-01	6.88e-01	0.4016966	-6.377701	0.04316403	WSB1	WD repeat and SOCS box containing 1
207078_at	8.47e-01	6.88e-01	-0.4016516	-6.377718	-0.06987279	MED6	mediator complex subunit 6
208059_at	8.47e-01	6.88e-01	0.4013927	-6.37782	0.04157001	CCR8	C-C motif chemokine receptor 8
203807_x_at	8.47e-01	6.89e-01	-0.4010749	-6.377945	-0.02671833	GH1///CSHL1///CSH2///CSH1	growth hormone 1///chorionic somatomammotropin hormone like 1///chorionic somatomammotropin hormone 2///chorionic somatomammotropin hormone 1
208188_at	8.47e-01	6.89e-01	0.4010048	-6.377972	0.04602595	KRT9	keratin 9
213904_at	8.48e-01	6.89e-01	-0.400825	-6.378043	-0.07064732	FRRS1L	ferric chelate reductase 1 like
209486_at	8.48e-01	6.89e-01	0.400819	-6.378045	0.0451982	UTP3	UTP3, small subunit processome component homolog (S. cerevisiae)
211077_s_at	8.48e-01	6.89e-01	-0.4007604	-6.378068	-0.0394845	TLK1	tousled like kinase 1
217502_at	8.48e-01	6.89e-01	-0.4006702	-6.378103	-0.04425865	IFIT2	interferon induced protein with tetratricopeptide repeats 2
217642_at	8.48e-01	6.89e-01	0.4006495	-6.378111	0.03055494	RNF40	ring finger protein 40
205940_at	8.48e-01	6.89e-01	0.400592	-6.378134	0.06762154	MYH3	myosin, heavy chain 3, skeletal muscle, embryonic
205878_at	8.48e-01	6.89e-01	0.4003406	-6.378232	0.05407334	POU6F1	POU class 6 homeobox 1
207158_at	8.48e-01	6.89e-01	0.4002843	-6.378254	0.03855134	APOBEC1	apolipoprotein B mRNA editing enzyme catalytic subunit 1
216438_s_at	8.48e-01	6.89e-01	-0.4001816	-6.378295	-0.0349937	TMSB4X	thymosin beta 4, X-linked
222296_at	8.48e-01	6.89e-01	-0.4001568	-6.378304	-0.03666445		
222365_at	8.48e-01	6.89e-01	0.399983	-6.378372	0.05143313	TBCEL	tubulin folding cofactor E like
203382_s_at	8.48e-01	6.89e-01	-0.3999284	-6.378394	-0.05110638	APOE	apolipoprotein E
211028_s_at	8.48e-01	6.89e-01	-0.3999118	-6.3784	-0.05413547	KHK	ketohexokinase
220299_at	8.48e-01	6.89e-01	-0.3998884	-6.378409	-0.02787538	SPATA6	spermatogenesis associated 6
208829_at	8.48e-01	6.89e-01	0.3997821	-6.378451	0.03245106	TAPBP	TAP binding protein (tapasin)
200731_s_at	8.48e-01	6.89e-01	-0.3997765	-6.378453	-0.02994073	PTP4A1	protein tyrosine phosphatase type IVA, member 1
211104_s_at	8.48e-01	6.90e-01	-0.3997079	-6.37848	-0.06328314	MYO7A	myosin VIIA
220657_at	8.48e-01	6.90e-01	0.3996069	-6.378519	0.05538986	KLHL11	kelch like family member 11
208241_at	8.48e-01	6.90e-01	-0.3995164	-6.378555	-0.0409186	NRG1	neuregulin 1
222127_s_at	8.48e-01	6.90e-01	-0.3991297	-6.378705	-0.01790101	EXOC1	exocyst complex component 1
206369_s_at	8.48e-01	6.90e-01	0.3990827	-6.378724	0.03701971	PIK3CG	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma
215910_s_at	8.48e-01	6.90e-01	-0.3989811	-6.378763	-0.05725448	FNDC3A	fibronectin type III domain containing 3A
213187_x_at	8.48e-01	6.90e-01	0.3989797	-6.378764	0.03843323	FTL	ferritin light chain
216813_at	8.48e-01	6.90e-01	0.3989408	-6.378779	0.05999935		
215865_at	8.48e-01	6.90e-01	0.3988383	-6.378819	0.0439268	SYT12	synaptotagmin 12
213311_s_at	8.48e-01	6.90e-01	-0.3988241	-6.378825	-0.02961558	TCF25	transcription factor 25
217504_at	8.48e-01	6.90e-01	-0.3988039	-6.378833	-0.0595622	ABCA6	ATP binding cassette subfamily A member 6
206631_at	8.48e-01	6.91e-01	0.3983959	-6.378991	0.06713491	PTGER2	prostaglandin E receptor 2
202416_at	8.48e-01	6.91e-01	0.3983485	-6.37901	0.02747884	DNAJC7	DnaJ heat shock protein family (Hsp40) member C7
220864_s_at	8.48e-01	6.91e-01	-0.3982657	-6.379042	-0.02932892	NDUFA13	NADH:ubiquinone oxidoreductase subunit A13
214867_at	8.48e-01	6.91e-01	-0.3982595	-6.379045	-0.0442061	ZSWIM8-AS1///NDST2	ZSWIM8 antisense RNA 1///N-deacetylase and N-sulfotransferase 2
207103_at	8.48e-01	6.91e-01	-0.3981943	-6.37907	-0.06583334	KCND2	potassium voltage-gated channel subfamily D member 2
205312_at	8.48e-01	6.91e-01	-0.3981752	-6.379077	-0.06183191	SPI1	Spi-1 proto-oncogene
214876_s_at	8.49e-01	6.91e-01	-0.3978888	-6.379189	-0.07283522	TUBGCP5	tubulin gamma complex associated protein 5
215119_at	8.49e-01	6.91e-01	0.3977887	-6.379228	0.02281749	MYO16	myosin XVI
219853_at	8.49e-01	6.91e-01	-0.397647	-6.379283	-0.02642862	FKRP	fukutin related protein
222346_at	8.49e-01	6.91e-01	0.3976281	-6.37929	0.04980903	LAMA1	laminin subunit alpha 1
207181_s_at	8.49e-01	6.91e-01	-0.3972783	-6.379426	-0.02835319	CASP7	caspase 7
219520_s_at	8.49e-01	6.91e-01	-0.3972749	-6.379427	-0.02710029	WWC3	WWC family member 3
218893_at	8.49e-01	6.91e-01	0.3972039	-6.379455	0.02528046	ISOC2	isochorismatase domain containing 2
206314_at	8.49e-01	6.91e-01	0.3971039	-6.379494	0.07329976	ZKSCAN7	zinc finger with KRAB and SCAN domains 7
220293_at	8.49e-01	6.91e-01	0.3970734	-6.379506	0.0465028	CATSPERB	cation channel sperm associated auxiliary subunit beta
218917_s_at	8.49e-01	6.91e-01	-0.3970662	-6.379508	-0.01711777	ARID1A	AT-rich interaction domain 1A
222126_at	8.49e-01	6.92e-01	0.3970058	-6.379532	0.03741464	AGFG2	ArfGAP with FG repeats 2
210441_at	8.49e-01	6.92e-01	0.3969819	-6.379541	0.04619227	CDC14A	cell division cycle 14A
211451_s_at	8.49e-01	6.92e-01	0.3968977	-6.379574	0.05510566	KCNJ4	potassium voltage-gated channel subfamily J member 4
211076_x_at	8.49e-01	6.92e-01	-0.3968165	-6.379605	-0.02917635	ATN1	atrophin 1
213108_at	8.49e-01	6.92e-01	-0.3967561	-6.379629	-0.04984714	CAMK2A	calcium/calmodulin dependent protein kinase II alpha
213469_at	8.49e-01	6.92e-01	-0.3966775	-6.379659	-0.06366821	PGAP1	post-GPI attachment to proteins 1
210582_s_at	8.49e-01	6.92e-01	0.3966393	-6.379674	0.02770661	LIMK2	LIM domain kinase 2
200874_s_at	8.49e-01	6.92e-01	-0.3966179	-6.379682	-0.01811191	MIR1292///SNORD110///SNORD86///SNORD57///NOP56	microRNA 1292///small nucleolar RNA, C/D box 110///small nucleolar RNA, C/D box 86///small nucleolar RNA, C/D box 57///NOP56 ribonucleoprotein
204426_at	8.49e-01	6.92e-01	0.3966163	-6.379683	0.05464364	TMED2	transmembrane p24 trafficking protein 2
32091_at	8.49e-01	6.92e-01	0.3965805	-6.379697	0.02513319	SLC25A44	solute carrier family 25 member 44
206723_s_at	8.49e-01	6.92e-01	0.3965433	-6.379711	0.02922647	LPAR2	lysophosphatidic acid receptor 2
208074_s_at	8.49e-01	6.92e-01	0.3964742	-6.379738	0.02985505	AP2S1	adaptor related protein complex 2 sigma 1 subunit
217797_at	8.49e-01	6.92e-01	0.3964677	-6.379741	0.0243861	UFC1	ubiquitin-fold modifier conjugating enzyme 1
208178_x_at	8.49e-01	6.92e-01	0.3964051	-6.379765	0.0586798	TRIO	trio Rho guanine nucleotide exchange factor
204737_s_at	8.49e-01	6.92e-01	0.3963567	-6.379784	0.05312835	MYH7///MYH6	myosin, heavy chain 7, cardiac muscle, beta///myosin heavy chain 6
216911_s_at	8.49e-01	6.92e-01	-0.3962304	-6.379833	-0.03159809	HIC2	hypermethylated in cancer 2
221303_at	8.49e-01	6.92e-01	0.3961299	-6.379871	0.03710913	PCDHB1	protocadherin beta 1
201961_s_at	8.49e-01	6.92e-01	0.3960729	-6.379894	0.06799554	RNF41	ring finger protein 41
216229_x_at	8.49e-01	6.92e-01	-0.3960604	-6.379898	-0.03737247	LOC105379655	uncharacterized LOC105379655
219354_at	8.49e-01	6.92e-01	-0.396041	-6.379906	-0.04555989	KLHL26	kelch like family member 26
208352_x_at	8.49e-01	6.92e-01	-0.39602	-6.379914	-0.06426453	ANK1	ankyrin 1
219188_s_at	8.49e-01	6.93e-01	0.3956823	-6.380045	0.04946508	MACROD1	MACRO domain containing 1
216824_at	8.49e-01	6.93e-01	-0.3956398	-6.380061	-0.0609008		
200048_s_at	8.49e-01	6.93e-01	0.3955275	-6.380105	0.02098922	JTB	jumping translocation breakpoint
210769_at	8.49e-01	6.93e-01	0.3954306	-6.380142	0.05016798	CNGB1	cyclic nucleotide gated channel beta 1
212938_at	8.49e-01	6.93e-01	0.3954303	-6.380142	0.05279663	COL6A1	collagen type VI alpha 1 chain
203630_s_at	8.49e-01	6.93e-01	-0.3953393	-6.380177	-0.02178706	COG5	component of oligomeric golgi complex 5
210881_s_at	8.49e-01	6.93e-01	-0.3951621	-6.380246	-0.0494514	INS-IGF2///IGF2	INS-IGF2 readthrough///insulin like growth factor 2
204628_s_at	8.49e-01	6.93e-01	-0.395104	-6.380268	-0.02903797	ITGB3	integrin subunit beta 3
204385_at	8.49e-01	6.93e-01	0.3949862	-6.380314	0.04204651	KYNU	kynureninase
208242_at	8.50e-01	6.93e-01	-0.3949018	-6.380346	-0.03147379	RAX	retina and anterior neural fold homeobox
205787_x_at	8.50e-01	6.93e-01	-0.3946927	-6.380427	-0.02861472	LOC441155///ZC3H11A	zinc finger CCCH-type domain-containing-like///zinc finger CCCH-type containing 11A
212523_s_at	8.50e-01	6.93e-01	-0.394671	-6.380435	-0.04868143	SPIDR	scaffolding protein involved in DNA repair
219322_s_at	8.50e-01	6.93e-01	0.3944988	-6.380502	0.04652422	WRAP73	WD repeat containing, antisense to TP73
216471_x_at	8.50e-01	6.93e-01	-0.3944985	-6.380502	-0.04760898	SSX2B///SSX2	SSX family member 2B///SSX family member 2
214468_at	8.50e-01	6.93e-01	-0.3944209	-6.380532	-0.0623218	MYH6	myosin heavy chain 6
212806_at	8.50e-01	6.94e-01	-0.3943317	-6.380566	-0.05685463	PRUNE2	prune homolog 2
217559_at	8.50e-01	6.94e-01	-0.3942727	-6.380589	-0.05377513	RPL10L	ribosomal protein L10 like
205402_x_at	8.50e-01	6.94e-01	0.3940905	-6.380659	0.06837742	PRSS2	protease, serine 2
220945_x_at	8.50e-01	6.94e-01	-0.3936924	-6.380812	-0.03587004	MANSC1	MANSC domain containing 1
214067_at	8.50e-01	6.94e-01	-0.3936462	-6.38083	-0.05334454	TSR3	TSR3, acp transferase ribosome maturation factor
210173_at	8.50e-01	6.94e-01	-0.3935601	-6.380863	-0.05677837	PTPRJ	protein tyrosine phosphatase, receptor type J
202316_x_at	8.50e-01	6.94e-01	-0.3935493	-6.380867	-0.0722083	UBE4B	ubiquitination factor E4B
209255_at	8.50e-01	6.94e-01	0.3931861	-6.381007	0.0223274	KLHDC10	kelch domain containing 10
206985_at	8.50e-01	6.94e-01	0.393144	-6.381023	0.05058335	HSD17B3	hydroxysteroid 17-beta dehydrogenase 3
215371_at	8.51e-01	6.95e-01	0.3926045	-6.38123	0.05446513	MED27	mediator complex subunit 27
203420_at	8.51e-01	6.95e-01	-0.3926032	-6.381231	-0.0256408	FAM8A1	family with sequence similarity 8 member A1
207648_at	8.51e-01	6.95e-01	0.3925607	-6.381247	0.04513632	DRP2	dystrophin related protein 2
215684_s_at	8.51e-01	6.95e-01	0.3925336	-6.381258	0.05452212	ASCC2	activating signal cointegrator 1 complex subunit 2
202768_at	8.51e-01	6.95e-01	-0.3924546	-6.381288	-0.05801449	FOSB	FosB proto-oncogene, AP-1 transcription factor subunit
206808_at	8.51e-01	6.95e-01	0.3923389	-6.381332	0.0586809	HNRNPA3P1	heterogeneous nuclear ribonucleoprotein A3 pseudogene 1
213307_at	8.51e-01	6.95e-01	-0.3922858	-6.381353	-0.02865477	SHANK2	SH3 and multiple ankyrin repeat domains 2
205304_s_at	8.51e-01	6.95e-01	0.3920469	-6.381444	0.06751764	KCNJ8	potassium voltage-gated channel subfamily J member 8
206573_at	8.51e-01	6.95e-01	-0.3919861	-6.381468	-0.03651526	KCNQ3	potassium voltage-gated channel subfamily Q member 3
209914_s_at	8.51e-01	6.95e-01	-0.3919106	-6.381497	-0.05648687	NRXN1	neurexin 1
213900_at	8.51e-01	6.95e-01	-0.3918931	-6.381503	-0.02662048	FAM189A2	family with sequence similarity 189 member A2
206892_at	8.51e-01	6.95e-01	-0.3918719	-6.381511	-0.02998489	AMHR2	anti-Mullerian hormone receptor type 2
206089_at	8.51e-01	6.95e-01	-0.3917758	-6.381548	-0.04171038	NELL1	neural EGFL like 1
220706_at	8.51e-01	6.95e-01	0.391742	-6.381561	0.04332303	ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif 7
215288_at	8.51e-01	6.96e-01	0.391491	-6.381657	0.05086628	TRPC2	transient receptor potential cation channel subfamily C member 2, pseudogene
200958_s_at	8.51e-01	6.96e-01	0.3914778	-6.381662	0.03627677	SDCBP	syndecan binding protein
208028_s_at	8.51e-01	6.96e-01	-0.3913686	-6.381704	-0.04829579	GPX5	glutathione peroxidase 5
216621_at	8.51e-01	6.96e-01	-0.3912656	-6.381743	-0.06396594		
216377_x_at	8.51e-01	6.96e-01	-0.3911933	-6.381771	-0.02505266	ALPPL2	alkaline phosphatase, placental like 2
215537_x_at	8.51e-01	6.96e-01	-0.3909136	-6.381878	-0.03761994	DDAH2	dimethylarginine dimethylaminohydrolase 2
217326_x_at	8.51e-01	6.96e-01	0.3908922	-6.381886	0.05381782	IL23A///TRBV19	interleukin 23 subunit alpha///T cell receptor beta variable 19
207306_at	8.51e-01	6.96e-01	-0.3908746	-6.381893	-0.05207015	TCF15	transcription factor 15 (basic helix-loop-helix)
220194_at	8.51e-01	6.96e-01	0.3908666	-6.381896	0.03996838	NSUN7	NOP2/Sun RNA methyltransferase family member 7
215496_at	8.51e-01	6.96e-01	-0.3907878	-6.381926	-0.04688075	SAMD4A	sterile alpha motif domain containing 4A
44146_at	8.51e-01	6.96e-01	0.3906939	-6.381962	0.01761506	GMEB2	glucocorticoid modulatory element binding protein 2
211109_at	8.52e-01	6.96e-01	0.3906276	-6.381987	0.05822705	JAK3	Janus kinase 3
210332_at	8.52e-01	6.96e-01	-0.390504	-6.382034	-0.04920068	ACHE	acetylcholinesterase (Cartwright blood group)
205688_at	8.52e-01	6.96e-01	0.3903235	-6.382103	0.03571403	TFAP4	transcription factor AP-4
214979_at	8.52e-01	6.97e-01	-0.3901955	-6.382152	-0.04315451		
200963_x_at	8.52e-01	6.97e-01	-0.390093	-6.382191	-0.02422544	RPL31	ribosomal protein L31
220379_at	8.52e-01	6.97e-01	-0.3899146	-6.382259	-0.04143098	FSCN3	fascin actin-bundling protein 3
221446_at	8.52e-01	6.97e-01	0.3898945	-6.382267	0.03579451	ADAM30	ADAM metallopeptidase domain 30
209650_s_at	8.52e-01	6.97e-01	0.3896627	-6.382355	0.0396157	TBC1D22A	TBC1 domain family member 22A
214123_s_at	8.52e-01	6.97e-01	-0.3894539	-6.382435	-0.05214975	NOP14-AS1	NOP14 antisense RNA 1
221071_at	8.52e-01	6.97e-01	-0.3893961	-6.382457	-0.0585733		
203055_s_at	8.52e-01	6.97e-01	-0.3892682	-6.382505	-0.02472385	LOC100505585///ARHGEF1	uncharacterized LOC100505585///Rho guanine nucleotide exchange factor 1
209766_at	8.52e-01	6.97e-01	-0.3892137	-6.382526	-0.02909874	PRDX3	peroxiredoxin 3
221194_s_at	8.52e-01	6.97e-01	0.3890253	-6.382598	0.02935882	TBC1D3P1-DHX40P1///RNFT1	TBC1D3P1-DHX40P1 readthrough, transcribed pseudogene///ring finger protein, transmembrane 1
220554_at	8.52e-01	6.98e-01	0.3888809	-6.382653	0.05199743	SLC22A7	solute carrier family 22 member 7
203357_s_at	8.52e-01	6.98e-01	0.3887991	-6.382684	0.03508497	CAPN7	calpain 7
214680_at	8.52e-01	6.98e-01	-0.3887438	-6.382705	-0.05688728	NTRK2	neurotrophic receptor tyrosine kinase 2
216654_at	8.52e-01	6.98e-01	0.3886639	-6.382735	0.04191252	TNXB	tenascin XB
209605_at	8.52e-01	6.98e-01	-0.3886337	-6.382747	-0.07084804	TST	thiosulfate sulfurtransferase
208170_s_at	8.52e-01	6.98e-01	0.3885749	-6.382769	0.05212946	TRIM31	tripartite motif containing 31
203729_at	8.52e-01	6.98e-01	-0.3884898	-6.382801	-0.04215819	EMP3	epithelial membrane protein 3
216101_at	8.52e-01	6.98e-01	0.388486	-6.382803	0.04396132		
221498_at	8.52e-01	6.98e-01	-0.3884454	-6.382818	-0.02102708	SNX27	sorting nexin family member 27
204531_s_at	8.52e-01	6.98e-01	-0.3883666	-6.382848	-0.06105796	BRCA1	BRCA1, DNA repair associated
222009_at	8.52e-01	6.98e-01	-0.3883653	-6.382849	-0.03982988	CEMP1	cementum protein 1
208343_s_at	8.52e-01	6.98e-01	0.3883517	-6.382854	0.06685421	NR5A2	nuclear receptor subfamily 5 group A member 2
216821_at	8.52e-01	6.98e-01	-0.3882566	-6.38289	-0.03804034		
204919_at	8.53e-01	6.98e-01	0.3880254	-6.382978	0.03195448	PRH1-PRR4///PRR4	PRH1-PRR4 readthrough///proline rich 4 (lacrimal)
210322_x_at	8.53e-01	6.98e-01	-0.3879862	-6.382992	-0.03924449	UTY	ubiquitously transcribed tetratricopeptide repeat containing, Y-linked
212887_at	8.53e-01	6.98e-01	0.3878634	-6.383039	0.03346732	SEC23A	Sec23 homolog A, coat complex II component
214559_at	8.53e-01	6.98e-01	0.3878362	-6.383049	0.056146	DRD3	dopamine receptor D3
215215_s_at	8.53e-01	6.98e-01	0.3877719	-6.383074	0.06719192	LOC81691	exonuclease NEF-sp
215109_at	8.53e-01	6.98e-01	-0.3876374	-6.383125	-0.02910948	RC3H1	ring finger and CCCH-type domains 1
216862_s_at	8.53e-01	6.99e-01	-0.3875594	-6.383154	-0.02334159	CMC4	C-X9-C motif containing 4
216552_x_at	8.53e-01	6.99e-01	0.3875277	-6.383166	0.03265219	KIR2DS4	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
208743_s_at	8.53e-01	6.99e-01	-0.387197	-6.383291	-0.02946568	YWHAB	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta
208053_at	8.53e-01	6.99e-01	0.3871717	-6.383301	0.0349698	GUCY2F	guanylate cyclase 2F, retinal
211498_s_at	8.53e-01	6.99e-01	-0.3871507	-6.383309	-0.02312138	NKX3-1	NK3 homeobox 1
219372_at	8.53e-01	6.99e-01	-0.3870789	-6.383336	-0.03688656	IFT81	intraflagellar transport 81
202584_at	8.53e-01	6.99e-01	0.3868713	-6.383415	0.0178505	NFX1	nuclear transcription factor, X-box binding 1
207195_at	8.53e-01	6.99e-01	0.3868704	-6.383415	0.05909326	CNTN6	contactin 6
214906_x_at	8.53e-01	6.99e-01	-0.3868644	-6.383417	-0.0203898	N4BP2L1	NEDD4 binding protein 2 like 1
205758_at	8.53e-01	6.99e-01	0.3867612	-6.383456	0.04593272	CD8A	CD8a molecule
202069_s_at	8.53e-01	6.99e-01	0.3865833	-6.383524	0.03455162	IDH3A	isocitrate dehydrogenase 3 (NAD(+)) alpha
212401_s_at	8.53e-01	6.99e-01	0.3865028	-6.383554	0.02019616	CDK11A///CDK11B	cyclin dependent kinase 11A///cyclin dependent kinase 11B
218657_at	8.53e-01	6.99e-01	-0.3864388	-6.383578	-0.05413842	RAPGEFL1	Rap guanine nucleotide exchange factor like 1
219711_at	8.53e-01	6.99e-01	0.3863825	-6.383599	0.02763682	ZNF586	zinc finger protein 586
216915_s_at	8.53e-01	6.99e-01	0.3862564	-6.383647	0.05388232	PTPN12	protein tyrosine phosphatase, non-receptor type 12
209906_at	8.53e-01	6.99e-01	-0.3862229	-6.38366	-0.04089816	C3AR1	complement component 3a receptor 1
200674_s_at	8.53e-01	7.00e-01	-0.3860792	-6.383714	-0.02462986	RPL32	ribosomal protein L32
218368_s_at	8.53e-01	7.00e-01	-0.3860694	-6.383718	-0.03199217	TNFRSF12A	TNF receptor superfamily member 12A
